adminAction,adminActionState,argument_month,caseOriginState,caseOrigin_group,caseSourceState,caseSource_group,certReason_group,chief,complex_consolidated_disagreement,days_from_term_start_to_argument,days_from_term_start_to_decision,decision_month,decision_year,docket_category,had_reargument,is_AdminAction_x_Economic,is_FedCirc_Conflict,is_Govt_vs_Business,is_Individual_vs_Govt,is_State_vs_State,is_late_term_argument,is_late_term_decision,issue,issueArea_name,issue_x_jurisdiction,jurisdiction_group,lawMinor,lawSupp,lawType_group,lcDisagreement,lcDispositionDirection,lcDisposition_group,lc_disagree_direction,naturalCourt,num_dockets_in_case,petitionerState,petitioner_group,respondentState,respondent_group,term,threeJudgeFdc,threeJudge_x_issue,duration_days
,,11,,FedDistCt,,FedDistCt,Not Applicable / Denied,Warren,0.0,42,258,6,1964,Merits/Other,0,0,0,0,0,0,1,1,20090.0,Civil Rights,Civil Rights_via_Appeal,Appeal,,231.0,Const Amendment,0.0,1.0,Procedural,LC_Agree_Conservative,1408,1,,Other/Unknown,37.0,Other/Unknown,1963,1.0,Civil Rights_3Judge_1.0,216.0
,,11,25.0,StateTrialCt,25.0,StateHighCt,Not Applicable / Denied,Warren,1.0,43,258,6,1964,Merits/Other,0,0,0,0,0,0,1,1,20090.0,Civil Rights,Civil Rights_via_Appeal,Appeal,,231.0,Const Amendment,1.0,1.0,Affirmed,LC_Disagree_Conservative,1408,1,,Other/Unknown,25.0,Other/Unknown,1963,0.0,Civil Rights_3Judge_0.0,215.0
,,11,,FedDistCt,,FedDistCt,Not Applicable / Denied,Warren,1.0,44,258,6,1964,Merits/Other,0,0,0,0,0,0,1,1,20090.0,Civil Rights,Civil Rights_via_Appeal,Appeal,,231.0,Const Amendment,1.0,2.0,Unknown/Missing,LC_Disagree_Liberal,1408,1,55.0,Other/Unknown,,Other/Unknown,1963,1.0,Civil Rights_3Judge_1.0,214.0
,,12,,FedDistCt,,FedDistCt,Not Applicable / Denied,Warren,0.0,69,258,6,1964,Merits/Other,0,0,0,0,0,0,1,1,20090.0,Civil Rights,Civil Rights_via_Appeal,Appeal,,231.0,Const Amendment,0.0,2.0,Unknown/Missing,LC_Agree_Liberal,1408,1,9.0,Other/Unknown,,Other/Unknown,1963,1.0,Civil Rights_3Judge_1.0,189.0
,,3,,FedDistCt,,FedDistCt,Not Applicable / Denied,Warren,1.0,182,258,6,1964,Merits/Other,0,0,0,0,0,0,0,1,20090.0,Civil Rights,Civil Rights_via_Appeal,Appeal,,231.0,Const Amendment,1.0,1.0,Unknown/Missing,LC_Disagree_Conservative,1408,1,,Other/Unknown,7.0,Other/Unknown,1963,1.0,Civil Rights_3Judge_1.0,76.0
,,3,8.0,StateTrialCt,8.0,StateHighCt,No Reason Given,Warren,0.0,156,258,6,1964,Merits/Other,0,0,0,0,0,0,0,1,10090.0,Criminal Procedure,Criminal Procedure_via_Certiorari,Certiorari,,210.0,Const Amendment,0.0,1.0,Affirmed,LC_Agree_Conservative,1408,1,,Other/Unknown,8.0,State Govt,1963,0.0,Criminal Procedure_3Judge_0.0,102.0
65.0,,3,35.0,StateTrialCt,35.0,StateHighCt,No Reason Given,Warren,0.0,156,258,6,1964,Merits/Other,0,0,0,0,0,0,0,1,10110.0,Criminal Procedure,Criminal Procedure_via_Certiorari,Certiorari,,231.0,Const Amendment,0.0,1.0,Affirmed,LC_Agree_Conservative,1408,1,,Other/Unknown,61.0,Other/Unknown,1963,0.0,Criminal Procedure_3Judge_0.0,102.0
,,4,50.0,StateTrialCt,50.0,StateHighCt,Not Applicable / Denied,Warren,0.0,202,258,6,1964,Merits/Other,0,0,0,0,0,0,1,1,100060.0,Federalism,Federalism_via_Appeal,Appeal,,306.0,Fed Statute,0.0,1.0,Affirmed,LC_Agree_Conservative,1408,1,,US Govt,50.0,State Govt,1963,0.0,Federalism_3Judge_0.0,56.0
,,3,51.0,StateTrialCt,51.0,StateHighCt,Important Question,Warren,0.0,176,258,6,1964,Merits/Other,0,0,0,0,1,0,0,1,10050.0,Criminal Procedure,Criminal Procedure_via_Certiorari,Certiorari,,205.0,Const Amendment,0.0,1.0,Affirmed,LC_Agree_Conservative,1408,1,,Individual,51.0,State Govt,1963,0.0,Criminal Procedure_3Judge_0.0,82.0
,,4,,FedDistCt,,FedCircCt,Unknown/Missing,Warren,0.0,209,258,6,1964,Merits/Other,0,0,0,0,0,0,1,1,80010.0,Economic Activity,Economic Activity_via_Certiorari,Certiorari,,367.0,Fed Statute,0.0,1.0,Affirmed,LC_Agree_Conservative,1408,1,,Other/Unknown,,Other/Unknown,1963,0.0,Economic Activity_3Judge_0.0,49.0
,,11,25.0,StateTrialCt,25.0,StateHighCt,No Reason Given,Warren,0.0,0,265,6,1964,Merits/Other,1,0,0,0,0,0,1,1,20080.0,Civil Rights,Civil Rights_via_Certiorari,Certiorari,,231.0,Const Amendment,0.0,1.0,Affirmed,LC_Agree_Conservative,1408,1,,Other/Unknown,25.0,State Govt,1963,0.0,Civil Rights_3Judge_0.0,595.0
,,4,,FedDistCt,,FedCircCt,Important Question,Warren,1.0,212,265,6,1964,Merits/Other,0,0,1,0,0,0,1,1,10370.0,Criminal Procedure,Criminal Procedure_via_Certiorari,Certiorari,,401.0,Court Rules,1.0,1.0,Procedural,LC_Disagree_Conservative,1408,1,,Other/Unknown,,US Govt,1963,0.0,Criminal Procedure_3Judge_0.0,53.0
,,10,48.0,StateTrialCt,48.0,StateHighCt,No Reason Given,Warren,0.0,13,265,6,1964,Merits/Other,0,0,0,0,0,0,1,1,20080.0,Civil Rights,Civil Rights_via_Certiorari,Certiorari,,230.0,Const Amendment,0.0,1.0,Affirmed,LC_Agree_Conservative,1408,1,,Other/Unknown,48.0,Local Govt,1963,0.0,Civil Rights_3Judge_0.0,252.0
,,10,12.0,StateTrialCt,12.0,StateHighCt,Not Applicable / Denied,Warren,0.0,14,265,6,1964,Merits/Other,0,0,0,0,0,0,1,1,20080.0,Civil Rights,Civil Rights_via_Appeal,Appeal,,231.0,Const Amendment,0.0,1.0,Affirmed,LC_Agree_Conservative,1408,1,,Other/Unknown,12.0,State Govt,1963,0.0,Civil Rights_3Judge_0.0,251.0
,,4,,FedDistCt,,FedDistCt,Not Applicable / Denied,Warren,0.0,212,265,6,1964,Merits/Other,0,0,0,0,0,0,1,1,80020.0,Economic Activity,Economic Activity_via_Appeal,Appeal,,310.0,Fed Statute,0.0,1.0,Procedural,LC_Agree_Conservative,1408,1,,US Govt,,Other/Unknown,1963,0.0,Economic Activity_3Judge_0.0,53.0
,,3,41.0,StateTrialCt,41.0,StateHighCt,Not Applicable / Denied,Warren,0.0,0,265,6,1964,Merits/Other,1,0,0,0,0,0,0,1,30190.0,First Amendment,First Amendment_via_Appeal,Appeal,,200.0,Const Amendment,0.0,1.0,Affirmed,LC_Agree_Conservative,1408,1,,Other/Unknown,41.0,State Govt,1963,0.0,First Amendment_3Judge_0.0,454.0
,,4,20.0,StateTrialCt,20.0,StateHighCt,Not Applicable / Denied,Warren,0.0,183,265,6,1964,Merits/Other,0,0,0,0,0,0,1,1,30190.0,First Amendment,First Amendment_via_Appeal,Appeal,,200.0,Const Amendment,0.0,1.0,Affirmed,LC_Agree_Conservative,1408,1,,Other/Unknown,20.0,State Govt,1963,0.0,First Amendment_3Judge_0.0,82.0
,,10,25.0,StateTrialCt,25.0,StateHighCt,No Reason Given,Warren,0.0,13,265,6,1964,Merits/Other,0,0,0,0,0,0,1,1,20080.0,Civil Rights,Civil Rights_via_Certiorari,Certiorari,,,Unknown/Missing,0.0,1.0,Affirmed,LC_Agree_Conservative,1408,1,,Other/Unknown,25.0,State Govt,1963,0.0,Civil Rights_3Judge_0.0,252.0
,,10,48.0,StateTrialCt,48.0,StateHighCt,Important Question,Warren,0.0,13,265,6,1964,Merits/Other,0,0,0,0,0,0,1,1,20080.0,Civil Rights,Civil Rights_via_Certiorari,Certiorari,,230.0,Const Amendment,0.0,1.0,Affirmed,LC_Agree_Conservative,1408,1,,Other/Unknown,48.0,Local Govt,1963,0.0,Civil Rights_3Judge_0.0,252.0
,,12,,FedDistCt,,FedCircCt,Important Question,Warren,0.0,69,265,6,1964,Merits/Other,0,0,0,0,1,0,1,1,10010.0,Criminal Procedure,Criminal Procedure_via_Certiorari,Certiorari,,230.0,Const Amendment,0.0,1.0,Affirmed,LC_Agree_Conservative,1408,1,,Individual,37.0,State Govt,1963,0.0,Criminal Procedure_3Judge_0.0,196.0
,,4,,FedDistCt,,FedDistCt,Not Applicable / Denied,Warren,0.0,210,265,6,1964,Merits/Other,0,0,0,1,0,0,1,1,80020.0,Economic Activity,Economic Activity_via_Appeal,Appeal,,310.0,Fed Statute,0.0,1.0,Procedural,LC_Agree_Conservative,1408,1,,US Govt,,Business,1963,0.0,Economic Activity_3Judge_0.0,55.0
,,4,17.0,StateTrialCt,17.0,StateHighCt,Important Question,Warren,0.0,211,265,6,1964,Merits/Other,0,0,0,0,1,0,1,1,10120.0,Criminal Procedure,Criminal Procedure_via_Certiorari,Certiorari,,214.0,Const Amendment,0.0,1.0,Affirmed,LC_Agree_Conservative,1408,1,,Individual,17.0,State Govt,1963,0.0,Criminal Procedure_3Judge_0.0,54.0
28.0,,4,,FedDistCt,,FedDistCt,Not Applicable / Denied,Warren,0.0,203,265,6,1964,Merits/Other,0,0,0,0,0,0,1,1,30060.0,First Amendment,First Amendment_via_Appeal,Appeal,,369.0,Fed Statute,0.0,1.0,Unknown/Missing,LC_Agree_Conservative,1408,1,,Other/Unknown,,US Agency,1963,1.0,First Amendment_3Judge_1.0,62.0
,,3,,FedDistCt,,FedCircCt,No Reason Given,Warren,0.0,177,265,6,1964,Merits/Other,0,0,0,0,0,0,0,1,10370.0,Criminal Procedure,Criminal Procedure_via_Certiorari,Certiorari,,,Unknown/Missing,0.0,1.0,Procedural,LC_Agree_Conservative,1408,1,,Other/Unknown,,US Govt,1963,0.0,Criminal Procedure_3Judge_0.0,88.0
,,10,12.0,StateTrialCt,12.0,StateTrialCt,No Reason Given,Warren,0.0,22,265,6,1964,Merits/Other,0,0,0,0,0,0,1,1,90150.0,Judicial Power,Judicial Power_via_Certiorari,Certiorari,,508.0,Other,0.0,1.0,Unknown/Missing,LC_Agree_Conservative,1408,1,,Other/Unknown,12.0,Local Govt,1963,0.0,Judicial Power_3Judge_0.0,243.0
,,10,57.0,StateTrialCt,57.0,StateHighCt,Important Question,Warren,0.0,23,265,6,1964,Merits/Other,0,0,0,0,0,0,1,1,110030.0,Interstate Relations,Interstate Relations_via_Certiorari,Certiorari,,143.0,Constitution,0.0,3.0,Affirmed,LC_Unspec/Other,1408,1,,Other/Unknown,,Other/Unknown,1963,0.0,Interstate Relations_3Judge_0.0,242.0
82.0,,10,,FedCircCt,,FedCircCt,Court Conflict,Warren,0.0,14,39,11,1964,Merits/Other,0,0,0,1,0,0,1,1,70080.0,Unions,Unions_via_Certiorari,Certiorari,,356.0,Fed Statute,0.0,1.0,Reversed,LC_Agree_Conservative,1408,1,,US Agency,,Business,1964,0.0,Unions_3Judge_0.0,25.0
,,10,56.0,StateTrialCt,56.0,StateHighCt,No Reason Given,Warren,0.0,19,46,11,1964,Merits/Other,0,0,0,0,0,0,1,1,80180.0,Economic Activity,Economic Activity_via_Certiorari,Certiorari,35 U.S.C. § 154,600.0,Infrequent Fed Statute,0.0,1.0,Affirmed,LC_Agree_Conservative,1408,1,,Other/Unknown,,Other/Unknown,1964,0.0,Economic Activity_3Judge_0.0,27.0
69.0,,10,,FedDistCt,,FedCircCt,Court Conflict,Warren,0.0,13,53,11,1964,Merits/Other,0,0,0,0,0,0,1,1,120010.0,Federal Taxation,Federal Taxation_via_Certiorari,Certiorari,,345.0,Fed Statute,0.0,1.0,Reversed,LC_Agree_Conservative,1408,1,,US Govt,,Other/Unknown,1964,0.0,Federal Taxation_3Judge_0.0,40.0
69.0,,10,,FedDistCt,,FedCircCt,Important Question,Warren,0.0,13,53,11,1964,Merits/Other,0,0,0,0,0,0,1,1,120010.0,Federal Taxation,Federal Taxation_via_Certiorari,Certiorari,,345.0,Fed Statute,0.0,2.0,Affirmed,LC_Agree_Liberal,1408,1,,Other/Unknown,,US Govt,1964,0.0,Federal Taxation_3Judge_0.0,40.0
,,4,22.0,StateTrialCt,22.0,StateHighCt,Not Applicable / Denied,Warren,0.0,0,53,11,1964,Merits/Other,1,0,0,0,0,0,1,1,30030.0,First Amendment,First Amendment_via_Appeal,Appeal,,200.0,Const Amendment,0.0,1.0,Affirmed,LC_Agree_Conservative,1408,1,22.0,Other/Unknown,22.0,State Govt,1964,0.0,First Amendment_3Judge_0.0,215.0
,,10,41.0,StateTrialCt,41.0,StateHighCt,Important Question,Warren,1.0,14,53,11,1964,Merits/Other,0,0,0,0,1,0,1,1,10050.0,Criminal Procedure,Criminal Procedure_via_Certiorari,Certiorari,,205.0,Const Amendment,1.0,1.0,Affirmed,LC_Disagree_Conservative,1408,1,,Individual,41.0,State Govt,1964,0.0,Criminal Procedure_3Judge_0.0,39.0
,,10,,FedDistCt,,FedCircCt,Important Question,Warren,1.0,12,53,11,1964,Merits/Other,0,0,1,0,0,0,1,1,90110.0,Judicial Power,Judicial Power_via_Certiorari,Certiorari,,400.0,Court Rules,1.0,1.0,Procedural,LC_Disagree_Conservative,1408,1,,Employee,60.0,Other/Unknown,1964,0.0,Judicial Power_3Judge_0.0,41.0
,,10,,FedDistCt,,FedCircCt,No Reason Given,Warren,0.0,21,39,11,1964,Merits/Other,0,0,0,0,0,0,1,1,90150.0,Judicial Power,Judicial Power_via_Certiorari,Certiorari,,508.0,Other,0.0,1.0,Affirmed,LC_Agree_Conservative,1408,1,,Union,,Other/Unknown,1964,0.0,Judicial Power_3Judge_0.0,18.0
,,10,,FedDistCt,,FedCircCt,Court Conflict,Warren,0.0,19,67,12,1964,Merits/Other,0,0,0,0,0,0,1,1,70060.0,Unions,Unions_via_Certiorari,Certiorari,,351.0,Fed Statute,0.0,1.0,Reversed,LC_Agree_Conservative,1408,1,,Union,,Other/Unknown,1964,0.0,Unions_3Judge_0.0,48.0
,,10,,FedDistCt,,FedCircCt,No Reason Given,Warren,0.0,12,67,12,1964,Merits/Other,0,0,0,0,0,0,1,1,80050.0,Economic Activity,Economic Activity_via_Certiorari,Certiorari,,329.0,Fed Statute,0.0,1.0,Affirmed,LC_Agree_Conservative,1408,1,,Employee,,Other/Unknown,1964,0.0,Economic Activity_3Judge_0.0,55.0
,,11,,FedDistCt,,FedCircCt,Important Question,Warren,1.0,46,67,12,1964,Merits/Other,0,0,1,0,0,0,1,1,70060.0,Unions,Unions_via_Certiorari,Certiorari,,351.0,Fed Statute,1.0,1.0,Affirmed,LC_Disagree_Conservative,1408,1,,Union,,Other/Unknown,1964,0.0,Unions_3Judge_0.0,21.0
,,10,12.0,StateTrialCt,12.0,StateHighCt,Not Applicable / Denied,Warren,0.0,12,67,12,1964,Merits/Other,0,0,0,0,1,0,1,1,20040.0,Civil Rights,Civil Rights_via_Appeal,Appeal,,231.0,Const Amendment,0.0,1.0,Affirmed,LC_Agree_Conservative,1408,1,,Individual,12.0,State Govt,1964,0.0,Civil Rights_3Judge_0.0,55.0
82.0,,10,,FedCircCt,,FedCircCt,Court Conflict,Warren,0.0,18,74,12,1964,Merits/Other,0,0,0,1,0,0,1,1,70070.0,Unions,Unions_via_Certiorari,Certiorari,,356.0,Fed Statute,0.0,2.0,Affirmed,LC_Agree_Liberal,1408,1,,Business,,US Agency,1964,0.0,Unions_3Judge_0.0,56.0
,,11,,FedDistCt,,FedCircCt,Important Question,Warren,2.0,39,74,12,1964,Merits/Other,0,0,1,0,0,0,1,1,90110.0,Judicial Power,Judicial Power_via_Certiorari,Certiorari,,400.0,Court Rules,1.0,1.0,Affirmed,LC_Disagree_Conservative,1408,2,,Employee,,Business,1964,0.0,Judicial Power_3Judge_0.0,35.0
,,11,,FedDistCt,,FedCircCt,Important Question,Warren,2.0,39,74,12,1964,Merits/Other,0,0,1,0,0,0,1,1,90110.0,Judicial Power,Judicial Power_via_Certiorari,Certiorari,,400.0,Court Rules,1.0,1.0,Affirmed,LC_Disagree_Conservative,1408,2,,Business,,Employee,1964,0.0,Judicial Power_3Judge_0.0,35.0
,,10,,FedDistCt,,FedDistCt,Not Applicable / Denied,Warren,0.0,4,74,12,1964,Merits/Other,0,0,0,1,0,0,1,1,20040.0,Civil Rights,Civil Rights_via_Appeal,Appeal,,381.0,Fed Statute,0.0,2.0,Unknown/Missing,LC_Agree_Liberal,1408,1,,Business,,US Govt,1964,1.0,Civil Rights_3Judge_1.0,70.0
,,10,,FedDistCt,,FedDistCt,Not Applicable / Denied,Warren,0.0,4,74,12,1964,Merits/Other,0,0,0,0,0,0,1,1,20040.0,Civil Rights,Civil Rights_via_Appeal,Appeal,,381.0,Fed Statute,0.0,1.0,Unknown/Missing,LC_Agree_Conservative,1408,1,,US Govt Official,,Other/Unknown,1964,1.0,Civil Rights_3Judge_1.0,70.0
,,10,48.0,StateTrialCt,48.0,StateHighCt,No Reason Given,Warren,0.0,11,74,12,1964,Merits/Other,0,0,0,0,0,0,1,1,20080.0,Civil Rights,Civil Rights_via_Certiorari,Certiorari,,381.0,Fed Statute,0.0,1.0,Affirmed,LC_Agree_Conservative,1408,2,,Other/Unknown,48.0,Local Govt,1964,0.0,Civil Rights_3Judge_0.0,63.0
,,10,5.0,StateTrialCt,5.0,StateHighCt,No Reason Given,Warren,0.0,11,74,12,1964,Merits/Other,0,0,0,0,0,0,1,1,20080.0,Civil Rights,Civil Rights_via_Certiorari,Certiorari,,381.0,Fed Statute,0.0,1.0,Affirmed,LC_Agree_Conservative,1408,2,,Other/Unknown,5.0,State Govt,1964,0.0,Civil Rights_3Judge_0.0,63.0
,,10,,FedDistCt,,FedCircCt,Court Conflict,Warren,0.0,18,74,12,1964,Merits/Other,0,0,0,0,0,0,1,1,80030.0,Economic Activity,Economic Activity_via_Certiorari,Certiorari,31 U.S.C. § 191,600.0,Infrequent Fed Statute,0.0,1.0,Reversed,LC_Agree_Conservative,1408,1,,Other/Unknown,,US Govt,1964,0.0,Economic Activity_3Judge_0.0,56.0
66.0,,10,,FedDistCt,,FedDistCt,Not Applicable / Denied,Warren,0.0,20,74,12,1964,Merits/Other,0,0,0,0,0,0,1,1,90120.0,Judicial Power,Judicial Power_via_Appeal,Appeal,,343.0,Fed Statute,0.0,2.0,Vacated/Remanded,LC_Agree_Liberal,1408,1,,Business,,Business,1964,1.0,Judicial Power_3Judge_1.0,54.0
,,11,,FedDistCt,,FedCircCt,Unknown/Missing,Warren,0.0,39,53,11,1964,Merits/Other,0,0,0,0,0,0,1,1,70010.0,Unions,Unions_via_Certiorari,Certiorari,,,Unknown/Missing,0.0,1.0,Reversed,LC_Agree_Conservative,1408,1,,Union,,Other/Unknown,1964,0.0,Unions_3Judge_0.0,14.0
52.0,,11,,FedCircCt,,FedCircCt,No Reason Given,Warren,3.0,47,109,1,1965,Merits/Other,0,1,1,0,0,0,1,0,80310.0,Economic Activity,Economic Activity_via_Certiorari,Certiorari,,355.0,Fed Statute,1.0,1.0,Reversed,LC_Disagree_Conservative,1408,3,6.0,State Govt,,Other/Unknown,1964,0.0,Economic Activity_3Judge_0.0,62.0
52.0,,11,,FedCircCt,,FedCircCt,No Reason Given,Warren,3.0,47,109,1,1965,Merits/Other,0,1,1,0,0,0,1,0,80310.0,Economic Activity,Economic Activity_via_Certiorari,Certiorari,,355.0,Fed Statute,1.0,1.0,Reversed,LC_Disagree_Conservative,1408,3,,Other/Unknown,,Other/Unknown,1964,0.0,Economic Activity_3Judge_0.0,62.0
52.0,,11,,FedCircCt,,FedCircCt,No Reason Given,Warren,3.0,47,109,1,1965,Merits/Other,0,1,1,0,0,0,1,0,80310.0,Economic Activity,Economic Activity_via_Certiorari,Certiorari,,355.0,Fed Statute,1.0,1.0,Reversed,LC_Disagree_Conservative,1408,3,,US Agency,,Other/Unknown,1964,0.0,Economic Activity_3Judge_0.0,62.0
69.0,,11,,FedDistCt,,FedCircCt,No Reason Given,Warren,1.0,46,109,1,1965,Merits/Other,0,0,1,1,0,0,1,0,90420.0,Judicial Power,Judicial Power_via_Certiorari,Certiorari,,400.0,Court Rules,1.0,1.0,Reversed,LC_Disagree_Conservative,1408,1,,US Govt,,Business,1964,0.0,Judicial Power_3Judge_0.0,63.0
54.0,,11,,FedDistCt,,FedCircCt,Other Reason,Warren,0.0,42,109,1,1965,Merits/Other,0,0,0,0,0,0,1,0,90120.0,Judicial Power,Judicial Power_via_Certiorari,Certiorari,12 U.S.C. § 1848,600.0,Infrequent Fed Statute,0.0,2.0,Affirmed,LC_Agree_Liberal,1408,2,,Business,,Business,1964,0.0,Judicial Power_3Judge_0.0,67.0
54.0,,11,,FedDistCt,,FedCircCt,Other Reason,Warren,0.0,42,109,1,1965,Merits/Other,0,0,0,1,0,0,1,0,90120.0,Judicial Power,Judicial Power_via_Certiorari,Certiorari,12 U.S.C. § 1848,600.0,Infrequent Fed Statute,0.0,2.0,Affirmed,LC_Agree_Liberal,1408,2,,US Agency,,Business,1964,0.0,Judicial Power_3Judge_0.0,67.0
,,12,,FedDistCt,,FedDistCt,Not Applicable / Denied,Warren,0.0,70,109,1,1965,Merits/Other,0,0,0,0,0,0,1,0,20090.0,Civil Rights,Civil Rights_via_Appeal,Appeal,,231.0,Const Amendment,0.0,2.0,Unknown/Missing,LC_Agree_Liberal,1408,1,13.0,Other/Unknown,,Other/Unknown,1964,1.0,Civil Rights_3Judge_1.0,39.0
,,10,29.0,StateTrialCt,29.0,StateHighCt,No Reason Given,Warren,0.0,12,109,1,1965,Merits/Other,0,0,0,0,1,0,1,0,90180.0,Judicial Power,Judicial Power_via_Certiorari,Certiorari,,,Unknown/Missing,0.0,2.0,Affirmed,LC_Agree_Liberal,1408,1,,Individual,29.0,State Govt,1964,0.0,Judicial Power_3Judge_0.0,97.0
,,11,22.0,StateTrialCt,22.0,StateHighCt,Important Question,Warren,0.0,49,109,1,1965,Merits/Other,0,0,0,0,1,0,1,0,10210.0,Criminal Procedure,Criminal Procedure_via_Certiorari,Certiorari,,215.0,Const Amendment,0.0,1.0,Affirmed,LC_Agree_Conservative,1408,1,,Individual,22.0,State Govt,1964,0.0,Criminal Procedure_3Judge_0.0,60.0
,,11,51.0,StateTrialCt,51.0,StateTrialCt,No Reason Given,Warren,0.0,42,109,1,1965,Merits/Other,0,0,0,0,0,0,1,0,10050.0,Criminal Procedure,Criminal Procedure_via_Certiorari,Certiorari,,205.0,Const Amendment,0.0,1.0,Unknown/Missing,LC_Agree_Conservative,1408,1,,Other/Unknown,51.0,State Govt,1964,0.0,Criminal Procedure_3Judge_0.0,67.0
,,12,18.0,StateTrialCt,18.0,StateHighCt,Important Question,Warren,0.0,70,109,1,1965,Merits/Other,0,0,0,0,0,0,1,0,90180.0,Judicial Power,Judicial Power_via_Certiorari,Certiorari,49 U.S.C. § 1101,600.0,Infrequent Fed Statute,0.0,1.0,Reversed,LC_Agree_Conservative,1408,1,,Other/Unknown,18.0,Other/Unknown,1964,0.0,Judicial Power_3Judge_0.0,39.0
,,11,,FedDistCt,,FedCircCt,Not Applicable / Denied,Warren,0.0,47,109,1,1965,Merits/Other,0,0,0,0,0,0,1,0,80110.0,Economic Activity,Economic Activity_via_Appeal,Appeal,,128.0,Constitution,0.0,1.0,Reversed,LC_Agree_Conservative,1408,1,51.0,Local Govt,,Other/Unknown,1964,0.0,Economic Activity_3Judge_0.0,62.0
,,10,22.0,StateTrialCt,22.0,StateHighCt,Not Applicable / Denied,Warren,0.0,20,109,1,1965,Merits/Other,0,0,0,0,0,0,1,0,30150.0,First Amendment,First Amendment_via_Appeal,Appeal,,200.0,Const Amendment,0.0,1.0,Affirmed,LC_Agree_Conservative,1408,1,,Other/Unknown,22.0,State Govt,1964,0.0,First Amendment_3Judge_0.0,89.0
,,10,22.0,StateTrialCt,22.0,StateHighCt,Not Applicable / Denied,Warren,0.0,20,109,1,1965,Merits/Other,0,0,0,0,0,0,1,0,30150.0,First Amendment,First Amendment_via_Appeal,Appeal,,200.0,Const Amendment,0.0,1.0,Affirmed,LC_Agree_Conservative,1408,1,,Other/Unknown,22.0,State Govt,1964,0.0,First Amendment_3Judge_0.0,89.0
105.0,,11,,FedDistCt,,FedCircCt,No Reason Given,Warren,0.0,40,109,1,1965,Merits/Other,0,1,0,0,0,0,1,0,80030.0,Economic Activity,Economic Activity_via_Certiorari,Certiorari,,307.0,Fed Statute,0.0,1.0,Affirmed,LC_Agree_Conservative,1408,1,,US Agency,,Other/Unknown,1964,0.0,Economic Activity_3Judge_0.0,69.0
,,11,,FedDistCt,,FedDistCt,Not Applicable / Denied,Warren,0.0,48,109,1,1965,Merits/Other,0,0,0,0,0,0,1,0,20090.0,Civil Rights,Civil Rights_via_Appeal,Appeal,,,Unknown/Missing,0.0,1.0,Unknown/Missing,LC_Agree_Conservative,1408,1,13.0,Other/Unknown,,Other/Unknown,1964,1.0,Civil Rights_3Judge_1.0,61.0
,,11,1.0,StateTrialCt,1.0,StateHighCt,Important Question,Warren,0.0,48,116,1,1965,Merits/Other,0,0,0,0,0,0,1,0,70010.0,Unions,Unions_via_Certiorari,Certiorari,,350.0,Fed Statute,0.0,2.0,Affirmed,LC_Agree_Liberal,1408,1,,Business,,Employee,1964,0.0,Unions_3Judge_0.0,68.0
,,11,,Other/Unknown,,Other/Unknown,Not Applicable / Denied,Warren,0.0,39,123,2,1965,Original,0,0,0,0,0,1,1,0,110020.0,Interstate Relations,Interstate Relations_via_Original,Original,,,Unknown/Missing,0.0,,Unknown/Missing,LC_Unspec/Other,1408,1,51.0,State Govt,35.0,State Govt,1964,0.0,Interstate Relations_3Judge_0.0,84.0
26.0,,10,,FedDistCt,,FedCircCt,No Reason Given,Warren,0.0,21,151,3,1965,Merits/Other,0,0,0,0,0,0,1,0,90120.0,Judicial Power,Judicial Power_via_Certiorari,Certiorari,,511.0,Other,0.0,2.0,Reversed,LC_Agree_Liberal,1408,1,,US Agency,,Other/Unknown,1964,0.0,Judicial Power_3Judge_0.0,130.0
,,11,,FedDistCt,,FedCircCt,No Reason Given,Warren,0.0,48,151,3,1965,Merits/Other,0,0,0,0,1,0,1,0,10370.0,Criminal Procedure,Criminal Procedure_via_Certiorari,Certiorari,,401.0,Court Rules,0.0,1.0,Affirmed,LC_Agree_Conservative,1408,1,,Individual,,US Govt,1964,0.0,Criminal Procedure_3Judge_0.0,103.0
,,1,,FedDistCt,,FedCircCt,No Reason Given,Warren,0.0,110,151,3,1965,Merits/Other,0,0,0,0,0,0,0,0,80050.0,Economic Activity,Economic Activity_via_Certiorari,Certiorari,,143.0,Constitution,0.0,1.0,Affirmed,LC_Agree_Conservative,1408,1,,Employee,,Business,1964,0.0,Economic Activity_3Judge_0.0,41.0
,,11,25.0,StateTrialCt,25.0,StateHighCt,Not Applicable / Denied,Warren,0.0,49,151,3,1965,Merits/Other,0,0,0,0,0,0,1,0,30010.0,First Amendment,First Amendment_via_Appeal,Appeal,,200.0,Const Amendment,0.0,1.0,Affirmed,LC_Agree_Conservative,1408,1,,Other/Unknown,25.0,State Govt,1964,0.0,First Amendment_3Judge_0.0,102.0
,,10,,FedDistCt,,FedCircCt,Important Question,Warren,0.0,14,151,3,1965,Merits/Other,0,0,0,0,0,0,1,0,10090.0,Criminal Procedure,Criminal Procedure_via_Certiorari,Certiorari,26 U.S.C. § 5601,600.0,Infrequent Fed Statute,0.0,2.0,Reversed,LC_Agree_Liberal,1408,1,,US Govt,,Other/Unknown,1964,0.0,Criminal Procedure_3Judge_0.0,137.0
