argument_month,caseOrigin_group,caseSource_group,certReason_group,chief,complex_consolidated_disagreement,days_from_term_start_to_argument,days_from_term_start_to_decision,decision_month,decision_year,docket_category,had_reargument,is_AdminAction_x_Economic,is_FedCirc_Conflict,is_Govt_vs_Business,is_Individual_vs_Govt,is_State_vs_State,is_late_term_argument,is_late_term_decision,issue,issueArea_name,issue_x_jurisdiction,jurisdiction_group,lawSupp,lawType_group,lcDisagreement,lcDispositionDirection,lcDisposition_group,lc_disagree_direction,naturalCourt,num_dockets_in_case,petitioner_group,respondent_group,term,threeJudgeFdc,threeJudge_x_issue,duration_days,lcDisagreement_is_missing,threeJudgeFdc_is_missing
4,Federal,Federal,Procedural/Administrative,Warren,0.0,190,230,5,1958,Merits/Other,0,1,0,0,0,0,1,1,80240.0,Economic Activity,Economic Activity_via_Appeal,Mandatory,343.0,Statutory,0.0,1.0,Affirmed,LC_Agree_Conservative,1405,1,Government,Government,1957,1.0,Economic Activity_3Judge_1.0,40.0,0,0
12,Federal,Federal,Procedural/Administrative,Warren,0.0,69,230,5,1958,Merits/Other,0,1,0,0,0,0,1,1,80240.0,Economic Activity,Economic Activity_via_Appeal,Mandatory,343.0,Statutory,0.0,1.0,Affirmed,LC_Agree_Conservative,1405,1,Other/Unknown,Government,1957,1.0,Economic Activity_3Judge_1.0,161.0,0,0
11,State,State,Substantive Reasons,Warren,0.0,49,230,5,1958,Merits/Other,0,0,0,0,1,0,1,1,10170.0,Criminal Procedure,Criminal Procedure_via_Certiorari,Discretionary,206.0,Constitutional,0.0,1.0,Affirmed,LC_Agree_Conservative,1405,1,Private Entities,Government,1957,0.0,Criminal Procedure_3Judge_0.0,181.0,0,0
12,Federal,Federal,Procedural/Administrative,Warren,0.0,71,230,5,1958,Merits/Other,0,1,0,0,0,0,1,1,80230.0,Economic Activity,Economic Activity_via_Certiorari,Discretionary,600.0,Statutory,0.0,2.0,Reversed/Modified,LC_Agree_Liberal,1405,2,Government,Other/Unknown,1957,0.0,Economic Activity_3Judge_0.0,159.0,0,0
12,Federal,Federal,Procedural/Administrative,Warren,0.0,71,230,5,1958,Merits/Other,0,1,0,0,0,0,1,1,80230.0,Economic Activity,Economic Activity_via_Certiorari,Discretionary,600.0,Statutory,0.0,2.0,Reversed/Modified,LC_Agree_Liberal,1405,2,Other/Unknown,Government,1957,0.0,Economic Activity_3Judge_0.0,159.0,0,0
1,Federal,Federal,Procedural/Administrative,Warren,0.0,119,230,5,1958,Merits/Other,1,0,0,0,0,0,0,1,80040.0,Economic Activity,Economic Activity_via_Certiorari,Discretionary,,Other/Unknown,0.0,1.0,Reversed/Modified,LC_Agree_Conservative,1405,1,Other/Unknown,Other/Unknown,1957,0.0,Economic Activity_3Judge_0.0,111.0,0,0
3,State,State,Substantive Reasons,Warren,0.0,153,230,5,1958,Merits/Other,0,0,0,0,1,0,0,1,10010.0,Criminal Procedure,Criminal Procedure_via_Certiorari,Discretionary,230.0,Constitutional,0.0,1.0,Affirmed,LC_Agree_Conservative,1405,1,Private Entities,Government,1957,0.0,Criminal Procedure_3Judge_0.0,77.0,0,0
3,State,State,Substantive Reasons,Warren,0.0,163,230,5,1958,Merits/Other,0,0,0,0,0,0,0,1,10170.0,Criminal Procedure,Criminal Procedure_via_Certiorari,Discretionary,206.0,Constitutional,0.0,1.0,Affirmed,LC_Agree_Conservative,1405,1,Other/Unknown,Government,1957,0.0,Criminal Procedure_3Judge_0.0,67.0,0,0
4,State,State,Procedural/Administrative,Warren,0.0,211,237,5,1958,Merits/Other,0,0,0,0,1,0,1,1,20040.0,Civil Rights,Civil Rights_via_Certiorari,Discretionary,231.0,Constitutional,0.0,1.0,Affirmed,LC_Agree_Conservative,1405,1,Private Entities,Government,1957,0.0,Civil Rights_3Judge_0.0,26.0,0,0
4,Federal,Federal,Substantive Reasons,Warren,0.0,183,237,5,1958,Merits/Other,0,0,0,0,0,0,1,1,80350.0,Economic Activity,Economic Activity_via_Certiorari,Discretionary,325.0,Statutory,0.0,2.0,Reversed/Modified,LC_Agree_Liberal,1405,1,Other/Unknown,Government,1957,0.0,Economic Activity_3Judge_0.0,54.0,0,0
4,Federal,Federal,Procedural/Administrative,Warren,0.0,182,237,5,1958,Merits/Other,0,0,0,0,0,0,1,1,80350.0,Economic Activity,Economic Activity_via_Certiorari,Discretionary,325.0,Statutory,0.0,2.0,Affirmed,LC_Agree_Liberal,1405,1,Government,Other/Unknown,1957,0.0,Economic Activity_3Judge_0.0,55.0,0,0
4,State,State,Substantive Reasons,Warren,0.0,184,237,5,1958,Merits/Other,0,0,0,0,0,0,1,1,90390.0,Judicial Power,Judicial Power_via_Certiorari,Discretionary,,Other/Unknown,0.0,1.0,Affirmed,LC_Agree_Conservative,1405,1,Other/Unknown,Other/Unknown,1957,0.0,Judicial Power_3Judge_0.0,53.0,0,0
12,State,State,Substantive Reasons,Warren,0.0,72,237,5,1958,Merits/Other,0,0,0,0,0,0,1,1,100020.0,Other Constitutional,Federalism_via_Certiorari,Discretionary,356.0,Statutory,0.0,1.0,Affirmed,LC_Agree_Conservative,1405,1,Private Entities,Other/Unknown,1957,0.0,Federalism_3Judge_0.0,165.0,0,0
12,State,State,Substantive Reasons,Warren,0.0,71,237,5,1958,Merits/Other,0,0,0,0,0,0,1,1,100020.0,Other Constitutional,Federalism_via_Certiorari,Discretionary,356.0,Statutory,0.0,1.0,Affirmed,LC_Agree_Conservative,1405,1,Private Entities,Private Entities,1957,0.0,Federalism_3Judge_0.0,166.0,0,0
1,Federal,Federal,Procedural/Administrative,Warren,0.0,119,237,5,1958,Merits/Other,0,0,0,0,1,0,0,1,20280.0,Civil Rights,Civil Rights_via_Certiorari,Discretionary,344.0,Statutory,0.0,1.0,Affirmed,LC_Agree_Conservative,1405,1,Private Entities,Government,1957,0.0,Civil Rights_3Judge_0.0,118.0,0,0
1,Federal,Federal,Procedural/Administrative,Warren,0.0,119,237,5,1958,Merits/Other,0,0,0,0,1,0,0,1,20280.0,Civil Rights,Civil Rights_via_Certiorari,Discretionary,344.0,Statutory,0.0,1.0,Affirmed,LC_Agree_Conservative,1405,1,Private Entities,Government,1957,0.0,Civil Rights_3Judge_0.0,118.0,0,0
4,Federal,Federal,Procedural/Administrative,Warren,0.0,209,244,6,1958,Merits/Other,0,0,0,1,0,0,1,1,90110.0,Judicial Power,Judicial Power_via_Appeal,Mandatory,400.0,Other/Unknown,0.0,1.0,Other/Unknown,LC_Agree_Conservative,1405,1,Government,Private Entities,1957,0.0,Judicial Power_3Judge_0.0,35.0,0,0
4,Federal,Federal,Procedural/Administrative,Warren,0.0,188,244,6,1958,Merits/Other,0,0,0,0,1,0,1,1,20110.0,Civil Rights,Civil Rights_via_Certiorari,Discretionary,369.0,Statutory,0.0,1.0,Affirmed,LC_Agree_Conservative,1405,1,Private Entities,Government,1957,0.0,Civil Rights_3Judge_0.0,56.0,0,0
5,Federal,Federal,Substantive Reasons,Warren,0.0,231,251,6,1958,Merits/Other,0,0,0,1,0,0,1,1,90120.0,Judicial Power,Judicial Power_via_Certiorari,Discretionary,356.0,Statutory,0.0,2.0,Affirmed,LC_Agree_Liberal,1405,1,Government,Private Entities,1957,0.0,Judicial Power_3Judge_0.0,20.0,0,0
5,Federal,Federal,Procedural/Administrative,Warren,0.0,232,251,6,1958,Merits/Other,0,0,0,1,0,0,1,1,90120.0,Judicial Power,Judicial Power_via_Certiorari,Discretionary,356.0,Statutory,0.0,1.0,Reversed/Modified,LC_Agree_Conservative,1405,1,Private Entities,Government,1957,0.0,Judicial Power_3Judge_0.0,19.0,0,0
3,Federal,Federal,Substantive Reasons,Warren,0.0,155,251,6,1958,Merits/Other,0,0,0,0,0,0,0,1,40070.0,Other Constitutional,Due Process_via_Certiorari,Discretionary,211.0,Constitutional,0.0,1.0,Reversed/Modified,LC_Agree_Conservative,1405,1,Government,Other/Unknown,1957,0.0,Due Process_3Judge_0.0,96.0,0,0
4,Federal,Federal,Substantive Reasons,Warren,0.0,184,251,6,1958,Merits/Other,0,0,0,0,0,0,1,1,120010.0,Other Non-Constitutional,Federal Taxation_via_Certiorari,Discretionary,345.0,Statutory,0.0,2.0,Affirmed,LC_Agree_Liberal,1405,1,Other/Unknown,Government,1957,0.0,Federal Taxation_3Judge_0.0,67.0,0,0
4,Federal,Federal,Procedural/Administrative,Warren,0.0,188,251,6,1958,Merits/Other,0,0,0,0,0,0,1,1,120010.0,Other Non-Constitutional,Federal Taxation_via_Certiorari,Discretionary,345.0,Statutory,0.0,1.0,Reversed/Modified,LC_Agree_Conservative,1405,1,Government,Other/Unknown,1957,0.0,Federal Taxation_3Judge_0.0,63.0,0,0
4,Federal,Federal,Procedural/Administrative,Warren,0.0,188,251,6,1958,Merits/Other,0,0,0,0,0,0,1,1,120010.0,Other Non-Constitutional,Federal Taxation_via_Certiorari,Discretionary,345.0,Statutory,0.0,2.0,Other/Unknown,LC_Agree_Liberal,1405,2,Government,Other/Unknown,1957,0.0,Federal Taxation_3Judge_0.0,63.0,0,0
4,Federal,Federal,Procedural/Administrative,Warren,0.0,188,251,6,1958,Merits/Other,0,0,0,0,0,0,1,1,120010.0,Other Non-Constitutional,Federal Taxation_via_Certiorari,Discretionary,345.0,Statutory,0.0,2.0,Other/Unknown,LC_Agree_Liberal,1405,2,Other/Unknown,Government,1957,0.0,Federal Taxation_3Judge_0.0,63.0,0,0
5,Federal,Federal,Substantive Reasons,Warren,0.0,231,258,6,1958,Merits/Other,0,0,0,0,0,0,1,1,120010.0,Other Non-Constitutional,Federal Taxation_via_Certiorari,Discretionary,600.0,Statutory,0.0,2.0,Reversed/Modified,LC_Agree_Liberal,1405,1,Other/Unknown,Government,1957,0.0,Federal Taxation_3Judge_0.0,27.0,0,0
3,Federal,Federal,Procedural/Administrative,Warren,0.0,155,258,6,1958,Merits/Other,0,0,0,1,0,0,0,1,100100.0,Other Constitutional,Federalism_via_Certiorari,Discretionary,148.0,Constitutional,0.0,2.0,Reversed/Modified,LC_Agree_Liberal,1405,2,Government,Private Entities,1957,0.0,Federalism_3Judge_0.0,103.0,0,0
3,Federal,Federal,Procedural/Administrative,Warren,0.0,155,258,6,1958,Merits/Other,0,0,0,0,0,0,0,1,100100.0,Other Constitutional,Federalism_via_Certiorari,Discretionary,148.0,Constitutional,0.0,2.0,Reversed/Modified,LC_Agree_Liberal,1405,2,Other/Unknown,Private Entities,1957,0.0,Federalism_3Judge_0.0,103.0,0,0
3,Federal,Federal,Substantive Reasons,Warren,0.0,161,258,6,1958,Merits/Other,0,0,0,0,0,0,0,1,70150.0,Other Non-Constitutional,Unions_via_Certiorari,Discretionary,356.0,Statutory,0.0,1.0,Affirmed,LC_Agree_Conservative,1405,3,Private Entities,Government,1957,0.0,Unions_3Judge_0.0,97.0,0,0
3,Federal,Federal,Substantive Reasons,Warren,3.0,161,258,6,1958,Merits/Other,0,0,1,0,0,0,0,1,70150.0,Other Non-Constitutional,Unions_via_Certiorari,Discretionary,356.0,Statutory,1.0,2.0,Reversed/Modified,LC_Disagree_Liberal,1405,3,Government,Private Entities,1957,0.0,Unions_3Judge_0.0,97.0,0,0
3,Federal,Federal,Substantive Reasons,Warren,3.0,161,258,6,1958,Merits/Other,0,0,1,0,0,0,0,1,70150.0,Other Non-Constitutional,Unions_via_Certiorari,Discretionary,356.0,Statutory,1.0,1.0,Affirmed,LC_Disagree_Conservative,1405,3,Private Entities,Government,1957,0.0,Unions_3Judge_0.0,97.0,0,0
4,Federal,Federal,Procedural/Administrative,Warren,1.0,191,258,6,1958,Merits/Other,0,0,1,0,0,0,1,1,30060.0,First Amendment,First Amendment_via_Certiorari,Discretionary,600.0,Statutory,1.0,1.0,Affirmed,LC_Disagree_Conservative,1405,1,Other/Unknown,Government,1957,0.0,First Amendment_3Judge_0.0,67.0,0,0
4,Federal,Federal,Procedural/Administrative,Warren,1.0,191,258,6,1958,Merits/Other,0,0,1,0,0,0,1,1,30060.0,First Amendment,First Amendment_via_Certiorari,Discretionary,600.0,Statutory,1.0,1.0,Affirmed,LC_Disagree_Conservative,1405,1,Other/Unknown,Government,1957,0.0,First Amendment_3Judge_0.0,67.0,0,0
1,Federal,Federal,Substantive Reasons,Warren,1.0,98,258,6,1958,Merits/Other,0,0,0,0,0,0,0,1,40070.0,Other Constitutional,Due Process_via_Certiorari,Discretionary,600.0,Statutory,1.0,1.0,Reversed/Modified,LC_Disagree_Conservative,1405,1,Government,Other/Unknown,1957,0.0,Due Process_3Judge_0.0,160.0,0,0
5,Federal,Federal,Procedural/Administrative,Warren,0.0,231,258,6,1958,Merits/Other,0,0,0,0,1,0,1,1,20110.0,Civil Rights,Civil Rights_via_Certiorari,Discretionary,344.0,Statutory,0.0,1.0,Affirmed,LC_Agree_Conservative,1405,1,Private Entities,Government,1957,0.0,Civil Rights_3Judge_0.0,27.0,0,0
5,Federal,Federal,Substantive Reasons,Warren,0.0,231,258,6,1958,Merits/Other,0,0,0,0,1,0,1,1,20110.0,Civil Rights,Civil Rights_via_Certiorari,Discretionary,344.0,Statutory,0.0,2.0,Reversed/Modified,LC_Agree_Liberal,1405,1,Government,Private Entities,1957,0.0,Civil Rights_3Judge_0.0,27.0,0,0
5,Federal,Federal,Substantive Reasons,Warren,0.0,212,258,6,1958,Merits/Other,0,0,0,0,0,0,1,1,90110.0,Judicial Power,Judicial Power_via_Certiorari,Discretionary,400.0,Other/Unknown,0.0,2.0,Affirmed,LC_Agree_Liberal,1405,1,Other/Unknown,Government,1957,0.0,Judicial Power_3Judge_0.0,46.0,0,0
5,State,State,Procedural/Administrative,Warren,0.0,230,258,6,1958,Merits/Other,0,0,0,0,0,0,1,1,20370.0,Civil Rights,Civil Rights_via_Certiorari,Discretionary,231.0,Constitutional,0.0,1.0,Other/Unknown,LC_Agree_Conservative,1405,1,Other/Unknown,Other/Unknown,1957,0.0,Civil Rights_3Judge_0.0,28.0,0,0
4,State,State,Substantive Reasons,Warren,0.0,182,265,6,1958,Merits/Other,0,0,0,0,0,0,1,1,80050.0,Economic Activity,Economic Activity_via_Certiorari,Discretionary,348.0,Statutory,0.0,1.0,Other/Unknown,LC_Agree_Conservative,1405,1,Private Entities,Other/Unknown,1957,0.0,Economic Activity_3Judge_0.0,83.0,0,0
3,State,State,Procedural/Administrative,Warren,0.0,160,265,6,1958,Merits/Other,0,0,0,0,0,0,0,1,40060.0,Other Constitutional,Due Process_via_Certiorari,Discretionary,230.0,Constitutional,0.0,1.0,Affirmed,LC_Agree_Conservative,1405,2,Other/Unknown,Other/Unknown,1957,0.0,Due Process_3Judge_0.0,105.0,0,0
3,State,State,Procedural/Administrative,Warren,0.0,160,265,6,1958,Merits/Other,0,0,0,0,0,0,0,1,40060.0,Other Constitutional,Due Process_via_Certiorari,Discretionary,143.0,Constitutional,0.0,2.0,Affirmed,LC_Agree_Liberal,1405,2,Other/Unknown,Other/Unknown,1957,0.0,Due Process_3Judge_0.0,105.0,0,0
1,Federal,Federal,Substantive Reasons,Warren,0.0,118,265,6,1958,Merits/Other,0,0,0,0,0,0,0,1,20250.0,Civil Rights,Civil Rights_via_Certiorari,Discretionary,366.0,Statutory,0.0,1.0,Affirmed,LC_Agree_Conservative,1405,1,Other/Unknown,Private Entities,1957,0.0,Civil Rights_3Judge_0.0,147.0,0,0
4,State,State,Procedural/Administrative,Warren,4.0,210,265,6,1958,Merits/Other,0,0,0,0,0,0,1,1,40070.0,Other Constitutional,Due Process_via_Certiorari,Discretionary,211.0,Constitutional,1.0,1.0,Affirmed,LC_Disagree_Conservative,1405,4,Government,Other/Unknown,1957,0.0,Due Process_3Judge_0.0,55.0,0,0
4,State,State,Procedural/Administrative,Warren,4.0,210,265,6,1958,Merits/Other,0,0,0,0,0,0,1,1,40070.0,Other Constitutional,Due Process_via_Certiorari,Discretionary,211.0,Constitutional,1.0,1.0,Affirmed,LC_Disagree_Conservative,1405,4,Government,Other/Unknown,1957,0.0,Due Process_3Judge_0.0,55.0,0,0
4,State,State,Procedural/Administrative,Warren,0.0,210,265,6,1958,Merits/Other,0,0,0,0,0,0,1,1,40070.0,Other Constitutional,Due Process_via_Certiorari,Discretionary,211.0,Constitutional,0.0,1.0,Affirmed,LC_Agree_Conservative,1405,4,Government,Other/Unknown,1957,0.0,Due Process_3Judge_0.0,55.0,0,0
4,State,State,Procedural/Administrative,Warren,4.0,210,265,6,1958,Merits/Other,0,0,0,0,0,0,1,1,40070.0,Other Constitutional,Due Process_via_Certiorari,Discretionary,211.0,Constitutional,1.0,1.0,Reversed/Modified,LC_Disagree_Conservative,1405,4,Government,Other/Unknown,1957,0.0,Due Process_3Judge_0.0,55.0,0,0
1,Federal,Federal,Substantive Reasons,Warren,1.0,119,265,6,1958,Merits/Other,0,0,1,0,1,0,0,1,10050.0,Criminal Procedure,Criminal Procedure_via_Certiorari,Discretionary,205.0,Constitutional,1.0,1.0,Affirmed,LC_Disagree_Conservative,1405,1,Private Entities,Government,1957,0.0,Criminal Procedure_3Judge_0.0,146.0,0,0
4,State,State,Procedural/Administrative,Warren,1.0,211,265,6,1958,Merits/Other,0,0,0,0,0,0,1,1,100100.0,Other Constitutional,Federalism_via_Certiorari,Discretionary,336.0,Statutory,1.0,1.0,Affirmed,LC_Disagree_Conservative,1405,1,Government,Other/Unknown,1957,0.0,Federalism_3Judge_0.0,54.0,0,0
5,State,State,Procedural/Administrative,Warren,0.0,232,258,6,1958,Merits/Other,0,0,0,0,0,0,1,1,90150.0,Judicial Power,Judicial Power_via_Certiorari,Discretionary,508.0,Other/Unknown,0.0,1.0,Other/Unknown,LC_Agree_Conservative,1405,1,Other/Unknown,Government,1957,0.0,Judicial Power_3Judge_0.0,26.0,0,0
11,Federal,Federal,Substantive Reasons,Warren,1.0,48,272,6,1958,Merits/Other,0,0,0,0,0,0,1,1,80060.0,Economic Activity,Economic Activity_via_Certiorari,Discretionary,135.0,Constitutional,1.0,1.0,Other/Unknown,LC_Disagree_Conservative,1405,1,Other/Unknown,Government,1957,0.0,Economic Activity_3Judge_0.0,224.0,0,0
1,Federal,Federal,Substantive Reasons,Warren,0.0,120,272,6,1958,Merits/Other,0,0,0,0,0,0,0,1,70090.0,Other Non-Constitutional,Unions_via_Certiorari,Discretionary,356.0,Statutory,0.0,2.0,Reversed/Modified,LC_Agree_Liberal,1405,2,Government,Private Entities,1957,0.0,Unions_3Judge_0.0,152.0,0,0
1,Federal,Federal,Substantive Reasons,Warren,0.0,120,272,6,1958,Merits/Other,0,0,0,1,0,0,0,1,70090.0,Other Non-Constitutional,Unions_via_Certiorari,Discretionary,356.0,Statutory,0.0,1.0,Reversed/Modified,LC_Agree_Conservative,1405,2,Government,Private Entities,1957,0.0,Unions_3Judge_0.0,152.0,0,0
3,State,State,Substantive Reasons,Warren,0.0,156,272,6,1958,Merits/Other,0,0,0,0,0,0,0,1,10090.0,Criminal Procedure,Criminal Procedure_via_Certiorari,Discretionary,210.0,Constitutional,0.0,1.0,Affirmed,LC_Agree_Conservative,1405,1,Other/Unknown,Other/Unknown,1957,0.0,Criminal Procedure_3Judge_0.0,116.0,0,0
5,Federal,Federal,Substantive Reasons,Warren,1.0,230,272,6,1958,Merits/Other,0,0,1,0,0,0,1,1,10170.0,Criminal Procedure,Criminal Procedure_via_Certiorari,Discretionary,206.0,Constitutional,1.0,1.0,Affirmed,LC_Disagree_Conservative,1405,1,Other/Unknown,Government,1957,0.0,Criminal Procedure_3Judge_0.0,42.0,0,0
3,State,State,Procedural/Administrative,Warren,1.0,154,272,6,1958,Merits/Other,0,0,0,0,0,0,0,1,30120.0,First Amendment,First Amendment_via_Certiorari,Discretionary,230.0,Constitutional,1.0,1.0,Reversed/Modified,LC_Disagree_Conservative,1405,1,Other/Unknown,Government,1957,0.0,First Amendment_3Judge_0.0,118.0,0,0
3,State,State,Procedural/Administrative,Warren,1.0,154,272,6,1958,Merits/Other,0,0,0,0,0,0,0,1,30120.0,First Amendment,First Amendment_via_Appeal,Mandatory,230.0,Constitutional,1.0,1.0,Affirmed,LC_Disagree_Conservative,1405,1,Other/Unknown,Other/Unknown,1957,0.0,First Amendment_3Judge_0.0,118.0,0,0
4,State,State,Procedural/Administrative,Warren,0.0,182,272,6,1958,Merits/Other,0,0,0,0,1,0,1,1,10010.0,Criminal Procedure,Criminal Procedure_via_Certiorari,Discretionary,230.0,Constitutional,0.0,1.0,Affirmed,LC_Agree_Conservative,1405,1,Private Entities,Government,1957,0.0,Criminal Procedure_3Judge_0.0,90.0,0,0
4,State,State,Substantive Reasons,Warren,0.0,183,272,6,1958,Merits/Other,0,0,0,0,1,0,1,1,10010.0,Criminal Procedure,Criminal Procedure_via_Certiorari,Discretionary,230.0,Constitutional,0.0,1.0,Affirmed,LC_Agree_Conservative,1405,1,Private Entities,Government,1957,0.0,Criminal Procedure_3Judge_0.0,89.0,0,0
4,State,State,Procedural/Administrative,Warren,0.0,189,272,6,1958,Merits/Other,0,0,0,0,0,0,1,1,30070.0,First Amendment,First Amendment_via_Appeal,Mandatory,200.0,Constitutional,0.0,1.0,Reversed/Modified,LC_Agree_Conservative,1405,2,Other/Unknown,Government,1957,0.0,First Amendment_3Judge_0.0,83.0,0,0
4,State,State,Procedural/Administrative,Warren,0.0,189,272,6,1958,Merits/Other,0,0,0,0,0,0,1,1,30070.0,First Amendment,First Amendment_via_Appeal,Mandatory,200.0,Constitutional,0.0,2.0,Affirmed,LC_Agree_Liberal,1405,2,Other/Unknown,Government,1957,0.0,First Amendment_3Judge_0.0,83.0,0,0
4,State,State,Procedural/Administrative,Warren,0.0,189,272,6,1958,Merits/Other,0,0,0,0,0,0,1,1,30070.0,First Amendment,First Amendment_via_Certiorari,Discretionary,200.0,Constitutional,0.0,1.0,Affirmed,LC_Agree_Conservative,1405,2,Other/Unknown,Government,1957,0.0,First Amendment_3Judge_0.0,83.0,0,0
4,State,State,Procedural/Administrative,Warren,0.0,189,272,6,1958,Merits/Other,0,0,0,0,0,0,1,1,30070.0,First Amendment,First Amendment_via_Certiorari,Discretionary,200.0,Constitutional,0.0,1.0,Reversed/Modified,LC_Agree_Conservative,1405,2,Other/Unknown,Government,1957,0.0,First Amendment_3Judge_0.0,83.0,0,0
1,State,State,Substantive Reasons,Warren,0.0,106,272,6,1958,Merits/Other,0,0,0,0,0,0,0,1,30010.0,First Amendment,First Amendment_via_Certiorari,Discretionary,201.0,Constitutional,0.0,1.0,Other/Unknown,LC_Agree_Conservative,1405,1,Other/Unknown,Other/Unknown,1957,0.0,First Amendment_3Judge_0.0,166.0,0,0
5,Federal,Federal,Substantive Reasons,Warren,1.0,232,272,6,1958,Merits/Other,0,0,1,0,0,0,1,1,10050.0,Criminal Procedure,Criminal Procedure_via_Certiorari,Discretionary,401.0,Other/Unknown,1.0,1.0,Affirmed,LC_Disagree_Conservative,1405,1,Other/Unknown,Government,1957,0.0,Criminal Procedure_3Judge_0.0,40.0,0,0
4,Federal,Federal,Substantive Reasons,Warren,0.0,188,272,6,1958,Merits/Other,0,0,0,0,1,0,1,1,10050.0,Criminal Procedure,Criminal Procedure_via_Certiorari,Discretionary,205.0,Constitutional,0.0,1.0,Affirmed,LC_Agree_Conservative,1405,1,Private Entities,Government,1957,0.0,Criminal Procedure_3Judge_0.0,84.0,0,0
4,Federal,Federal,Substantive Reasons,Warren,0.0,183,272,6,1958,Merits/Other,0,0,0,0,0,0,1,1,10010.0,Criminal Procedure,Criminal Procedure_via_Certiorari,Discretionary,230.0,Constitutional,0.0,1.0,Affirmed,LC_Agree_Conservative,1405,1,Other/Unknown,Government,1957,0.0,Criminal Procedure_3Judge_0.0,89.0,0,0
5,State,State,Procedural/Administrative,Warren,0.0,232,272,6,1958,Merits/Other,0,0,0,0,0,0,1,1,10130.0,Criminal Procedure,Criminal Procedure_via_Certiorari,Discretionary,230.0,Constitutional,0.0,1.0,Other/Unknown,LC_Agree_Conservative,1405,2,Other/Unknown,Government,1957,0.0,Criminal Procedure_3Judge_0.0,40.0,0,0
5,State,State,Procedural/Administrative,Warren,0.0,232,272,6,1958,Merits/Other,0,0,0,0,0,0,1,1,10130.0,Criminal Procedure,Criminal Procedure_via_Certiorari,Discretionary,230.0,Constitutional,0.0,1.0,Other/Unknown,LC_Agree_Conservative,1405,2,Other/Unknown,Government,1957,0.0,Criminal Procedure_3Judge_0.0,40.0,0,0
5,Federal,Federal,Substantive Reasons,Warren,0.0,220,272,6,1958,Merits/Other,0,1,0,1,0,0,1,1,80170.0,Economic Activity,Economic Activity_via_Certiorari,Discretionary,600.0,Statutory,0.0,1.0,Reversed/Modified,LC_Agree_Conservative,1405,2,Government,Private Entities,1957,0.0,Economic Activity_3Judge_0.0,52.0,0,0
5,Federal,Federal,Substantive Reasons,Warren,0.0,220,272,6,1958,Merits/Other,0,1,0,1,0,0,1,1,80170.0,Economic Activity,Economic Activity_via_Certiorari,Discretionary,600.0,Statutory,0.0,1.0,Reversed/Modified,LC_Agree_Conservative,1405,2,Government,Private Entities,1957,0.0,Economic Activity_3Judge_0.0,52.0,0,0
8,Federal,Federal,Substantive Reasons,Warren,0.0,0,0,9,1958,Special Jurisdiction,0,0,0,0,0,0,1,1,20050.0,Civil Rights,Civil Rights_via_Certiorari,Discretionary,231.0,Constitutional,0.0,2.0,Reversed/Modified,LC_Agree_Liberal,1405,1,Other/Unknown,Government,1958,0.0,Civil Rights_3Judge_0.0,15.0,0,0
9,Federal,Federal,Substantive Reasons,Warren,0.0,0,0,9,1958,Merits/Other,0,0,0,0,0,0,1,1,20050.0,Civil Rights,Civil Rights_via_Certiorari,Discretionary,231.0,Constitutional,0.0,2.0,Reversed/Modified,LC_Agree_Liberal,1405,1,Other/Unknown,Government,1958,0.0,Civil Rights_3Judge_0.0,1.0,0,0
10,Federal,Federal,Substantive Reasons,Warren,0.0,15,40,11,1958,Merits/Other,0,0,0,0,0,0,1,1,120020.0,Other Non-Constitutional,Federal Taxation_via_Certiorari,Discretionary,345.0,Statutory,0.0,2.0,Reversed/Modified,LC_Agree_Liberal,1406,1,Other/Unknown,Government,1958,0.0,Federal Taxation_3Judge_0.0,25.0,0,0
10,Other,Other,Procedural/Administrative,Warren,0.0,14,40,11,1958,Special Jurisdiction,0,0,0,0,0,1,1,1,110020.0,Other Non-Constitutional,Interstate Relations_via_Original,Mandatory,237.0,Constitutional,0.0,3.0,Other/Unknown,LC_Unspec/Other,1406,1,Government,Government,1958,0.0,Interstate Relations_3Judge_0.0,26.0,0,0
10,Other,Federal,Other,Warren,0.0,14,40,11,1958,Merits/Other,0,0,0,0,0,0,1,1,90150.0,Judicial Power,Judicial Power_via_Certiorari,Discretionary,508.0,Other/Unknown,0.0,1.0,Reversed/Modified,LC_Agree_Conservative,1406,1,Other/Unknown,Private Entities,1958,0.0,Judicial Power_3Judge_0.0,26.0,0,0
10,Federal,Federal,Substantive Reasons,Warren,0.0,13,54,11,1958,Merits/Other,0,0,0,0,1,0,1,1,10370.0,Criminal Procedure,Criminal Procedure_via_Certiorari,Discretionary,402.0,Other/Unknown,0.0,1.0,Affirmed,LC_Agree_Conservative,1406,1,Private Entities,Government,1958,0.0,Criminal Procedure_3Judge_0.0,41.0,0,0
10,Federal,Federal,Procedural/Administrative,Warren,0.0,12,54,11,1958,Merits/Other,0,0,0,0,0,0,1,1,80350.0,Economic Activity,Economic Activity_via_Appeal,Mandatory,600.0,Statutory,0.0,1.0,Other/Unknown,LC_Agree_Conservative,1406,1,Government,Other/Unknown,1958,1.0,Economic Activity_3Judge_1.0,42.0,0,0
