argument_month,caseOrigin_group,caseSource_group,certReason_group,chief,complex_consolidated_disagreement,days_from_term_start_to_argument,days_from_term_start_to_decision,decision_month,decision_year,docket_category,had_reargument,is_AdminAction_x_Economic,is_FedCirc_Conflict,is_Govt_vs_Business,is_Individual_vs_Govt,is_State_vs_State,is_late_term_argument,is_late_term_decision,issue,issueArea_name,issue_x_jurisdiction,jurisdiction_group,lawSupp,lawType_group,lcDisagreement,lcDispositionDirection,lcDisposition_group,lc_disagree_direction,naturalCourt,num_dockets_in_case,petitioner_group,respondent_group,term,threeJudgeFdc,threeJudge_x_issue,duration_days,lcDisagreement_is_missing,threeJudgeFdc_is_missing
3,Federal,Federal,Substantive Reasons,Rehnquist,1.0,174,214,5,1988,Merits/Other,0,0,1,0,1,0,0,1,10370.0,Criminal Procedure,Criminal Procedure_via_Certiorari,Discretionary,402.0,Other/Unknown,1.0,1.0,Affirmed,LC_Disagree_Conservative,1603,1,Private Entities,Government,1987,0.0,Criminal Procedure_3Judge_0.0,40.0,0,0
1,Federal,Federal,Substantive Reasons,Rehnquist,0.0,111,214,5,1988,Merits/Other,0,0,0,0,0,0,0,1,90170.0,Judicial Power,Judicial Power_via_Certiorari,Discretionary,600.0,Statutory,0.0,1.0,Reversed/Modified,LC_Agree_Conservative,1603,1,Government,Other/Unknown,1987,0.0,Judicial Power_3Judge_0.0,103.0,0,0
1,Federal,Federal,Substantive Reasons,Rehnquist,0.0,110,214,5,1988,Merits/Other,0,0,0,0,0,0,0,1,80010.0,Economic Activity,Economic Activity_via_Certiorari,Discretionary,367.0,Statutory,0.0,1.0,Reversed/Modified,LC_Agree_Conservative,1603,1,Other/Unknown,Private Entities,1987,0.0,Economic Activity_3Judge_0.0,104.0,0,0
4,Federal,Federal,Procedural/Administrative,Rehnquist,0.0,0,214,5,1988,Merits/Other,1,0,0,0,1,0,1,1,20280.0,Civil Rights,Civil Rights_via_Certiorari,Discretionary,344.0,Statutory,0.0,1.0,Affirmed,LC_Agree_Conservative,1603,1,Private Entities,Government,1987,0.0,Civil Rights_3Judge_0.0,371.0,0,0
1,Federal,Federal,Substantive Reasons,Rehnquist,0.0,110,228,5,1988,Merits/Other,0,0,0,0,1,0,0,1,10160.0,Criminal Procedure,Criminal Procedure_via_Certiorari,Discretionary,335.0,Statutory,0.0,2.0,Affirmed,LC_Agree_Liberal,1603,1,Government,Private Entities,1987,0.0,Criminal Procedure_3Judge_0.0,118.0,0,0
3,State,State,Procedural/Administrative,Rehnquist,0.0,173,228,5,1988,Merits/Other,0,1,0,0,0,0,0,1,80100.0,Economic Activity,Economic Activity_via_Appeal,Mandatory,111.0,Constitutional,0.0,2.0,Affirmed,LC_Agree_Liberal,1603,1,Other/Unknown,Other/Unknown,1987,0.0,Economic Activity_3Judge_0.0,55.0,0,0
1,State,State,Procedural/Administrative,Rehnquist,0.0,102,228,5,1988,Merits/Other,0,0,0,0,1,0,0,1,10050.0,Criminal Procedure,Criminal Procedure_via_Certiorari,Discretionary,205.0,Constitutional,0.0,2.0,Affirmed,LC_Agree_Liberal,1603,1,Government,Private Entities,1987,0.0,Criminal Procedure_3Judge_0.0,126.0,0,0
3,Federal,Federal,Procedural/Administrative,Rehnquist,1.0,180,228,5,1988,Merits/Other,0,0,1,0,0,0,0,1,100030.0,Other Constitutional,Federalism_via_Certiorari,Discretionary,600.0,Statutory,1.0,2.0,Affirmed,LC_Disagree_Liberal,1603,1,Government,Government,1987,0.0,Federalism_3Judge_0.0,48.0,0,0
11,State,State,Procedural/Administrative,Rehnquist,0.0,60,228,5,1988,Merits/Other,0,0,0,0,0,0,1,1,80070.0,Economic Activity,Economic Activity_via_Appeal,Mandatory,231.0,Constitutional,0.0,2.0,Affirmed,LC_Agree_Liberal,1603,1,Private Entities,Other/Unknown,1987,0.0,Economic Activity_3Judge_0.0,168.0,0,0
2,Federal,Federal,Substantive Reasons,Rehnquist,0.0,144,228,5,1988,Merits/Other,0,0,0,0,0,0,0,1,80010.0,Economic Activity,Economic Activity_via_Certiorari,Discretionary,367.0,Statutory,0.0,1.0,Reversed/Modified,LC_Agree_Conservative,1603,1,Other/Unknown,Other/Unknown,1987,0.0,Economic Activity_3Judge_0.0,84.0,0,0
1,Federal,Federal,Substantive Reasons,Rehnquist,0.0,104,228,5,1988,Merits/Other,0,0,0,1,0,0,0,1,20060.0,Civil Rights,Civil Rights_via_Certiorari,Discretionary,384.0,Statutory,0.0,1.0,Affirmed,LC_Agree_Conservative,1603,1,Government,Private Entities,1987,0.0,Civil Rights_3Judge_0.0,124.0,0,0
2,Federal,Federal,Substantive Reasons,Rehnquist,0.0,146,228,5,1988,Merits/Other,0,0,0,1,0,0,0,1,70040.0,Other Non-Constitutional,Unions_via_Certiorari,Discretionary,334.0,Statutory,0.0,1.0,Reversed/Modified,LC_Agree_Conservative,1603,1,Government,Private Entities,1987,0.0,Unions_3Judge_0.0,82.0,0,0
3,Federal,Federal,Substantive Reasons,Rehnquist,0.0,181,228,5,1988,Merits/Other,0,0,0,0,0,0,0,1,80050.0,Economic Activity,Economic Activity_via_Certiorari,Discretionary,600.0,Statutory,0.0,1.0,Affirmed,LC_Agree_Conservative,1603,1,Other/Unknown,Other/Unknown,1987,0.0,Economic Activity_3Judge_0.0,47.0,0,0
3,Federal,Federal,Substantive Reasons,Rehnquist,0.0,153,235,5,1988,Merits/Other,0,0,0,0,1,0,0,1,10120.0,Criminal Procedure,Criminal Procedure_via_Certiorari,Discretionary,214.0,Constitutional,0.0,1.0,Affirmed,LC_Agree_Conservative,1603,1,Private Entities,Government,1987,0.0,Criminal Procedure_3Judge_0.0,82.0,0,0
1,State,State,Substantive Reasons,Rehnquist,1.0,110,235,5,1988,Merits/Other,0,1,0,0,0,0,0,1,80050.0,Economic Activity,Economic Activity_via_Certiorari,Discretionary,600.0,Statutory,1.0,2.0,Affirmed,LC_Disagree_Liberal,1603,1,Private Entities,Private Entities,1987,0.0,Economic Activity_3Judge_0.0,125.0,0,0
3,Federal,Federal,Substantive Reasons,Rehnquist,0.0,172,235,5,1988,Merits/Other,0,0,0,0,0,0,0,1,90380.0,Judicial Power,Judicial Power_via_Certiorari,Discretionary,600.0,Statutory,0.0,2.0,Affirmed,LC_Agree_Liberal,1603,1,Private Entities,Private Entities,1987,0.0,Judicial Power_3Judge_0.0,63.0,0,0
3,Federal,Federal,Procedural/Administrative,Rehnquist,0.0,179,243,5,1988,Merits/Other,0,1,0,0,0,0,0,1,80300.0,Economic Activity,Economic Activity_via_Certiorari,Discretionary,355.0,Statutory,0.0,1.0,Reversed/Modified,LC_Agree_Conservative,1603,2,Government,Other/Unknown,1987,0.0,Economic Activity_3Judge_0.0,64.0,0,0
3,Federal,Federal,Procedural/Administrative,Rehnquist,0.0,179,243,5,1988,Merits/Other,0,1,0,0,0,0,0,1,80300.0,Economic Activity,Economic Activity_via_Certiorari,Discretionary,355.0,Statutory,0.0,1.0,Reversed/Modified,LC_Agree_Conservative,1603,2,Other/Unknown,Other/Unknown,1987,0.0,Economic Activity_3Judge_0.0,64.0,0,0
3,Federal,Federal,Procedural/Administrative,Rehnquist,1.0,179,243,5,1988,Merits/Other,0,0,1,0,1,0,0,1,10020.0,Criminal Procedure,Criminal Procedure_via_Certiorari,Discretionary,400.0,Other/Unknown,1.0,1.0,Reversed/Modified,LC_Disagree_Conservative,1603,1,Private Entities,Government,1987,0.0,Criminal Procedure_3Judge_0.0,64.0,0,0
3,Federal,Federal,Procedural/Administrative,Rehnquist,0.0,173,243,5,1988,Merits/Other,0,0,0,0,0,0,0,1,40020.0,Other Constitutional,Due Process_via_Appeal,Mandatory,600.0,Statutory,0.0,2.0,Reversed/Modified,LC_Agree_Liberal,1603,1,Government,Other/Unknown,1987,0.0,Due Process_3Judge_0.0,70.0,0,0
12,State,State,Substantive Reasons,Rehnquist,0.0,68,243,5,1988,Merits/Other,0,0,0,0,0,0,1,1,10120.0,Criminal Procedure,Criminal Procedure_via_Certiorari,Discretionary,214.0,Constitutional,0.0,1.0,Affirmed,LC_Agree_Conservative,1603,1,Other/Unknown,Government,1987,0.0,Criminal Procedure_3Judge_0.0,175.0,0,0
3,State,State,Procedural/Administrative,Rehnquist,1.0,180,243,5,1988,Merits/Other,0,0,0,0,0,0,0,1,80100.0,Economic Activity,Economic Activity_via_Appeal,Mandatory,111.0,Constitutional,1.0,2.0,Affirmed,LC_Disagree_Liberal,1603,1,Other/Unknown,Other/Unknown,1987,0.0,Economic Activity_3Judge_0.0,63.0,0,0
10,Federal,Federal,Substantive Reasons,Rehnquist,0.0,5,243,5,1988,Merits/Other,1,1,0,0,0,0,1,1,80200.0,Economic Activity,Economic Activity_via_Certiorari,Discretionary,600.0,Statutory,0.0,1.0,Affirmed,LC_Agree_Conservative,1603,3,Other/Unknown,Other/Unknown,1987,0.0,Economic Activity_3Judge_0.0,238.0,0,0
10,Federal,Federal,Substantive Reasons,Rehnquist,0.0,5,243,5,1988,Merits/Other,1,1,0,0,0,0,1,1,80200.0,Economic Activity,Economic Activity_via_Certiorari,Discretionary,600.0,Statutory,0.0,1.0,Affirmed,LC_Agree_Conservative,1603,3,Other/Unknown,Other/Unknown,1987,0.0,Economic Activity_3Judge_0.0,238.0,0,0
10,Federal,Federal,Substantive Reasons,Rehnquist,0.0,5,243,5,1988,Merits/Other,1,1,0,0,0,0,1,1,80200.0,Economic Activity,Economic Activity_via_Certiorari,Discretionary,600.0,Statutory,0.0,1.0,Affirmed,LC_Agree_Conservative,1603,3,Government,Other/Unknown,1987,0.0,Economic Activity_3Judge_0.0,238.0,0,0
2,State,State,Procedural/Administrative,Rehnquist,1.0,144,249,6,1988,Merits/Other,0,0,0,0,0,0,0,1,80050.0,Economic Activity,Economic Activity_via_Appeal,Mandatory,329.0,Statutory,1.0,2.0,Affirmed,LC_Disagree_Liberal,1603,1,Private Entities,Private Entities,1987,0.0,Economic Activity_3Judge_0.0,105.0,0,0
4,Federal,Federal,Substantive Reasons,Rehnquist,0.0,201,249,6,1988,Merits/Other,0,0,0,0,0,0,1,1,10130.0,Criminal Procedure,Criminal Procedure_via_Certiorari,Discretionary,221.0,Constitutional,0.0,2.0,Reversed/Modified,LC_Agree_Liberal,1603,1,Government,Other/Unknown,1987,0.0,Criminal Procedure_3Judge_0.0,48.0,0,0
3,State,State,Substantive Reasons,Rehnquist,1.0,181,249,6,1988,Merits/Other,0,0,0,0,0,0,0,1,10220.0,Criminal Procedure,Criminal Procedure_via_Certiorari,Discretionary,800.0,Other/Unknown,1.0,1.0,Affirmed,LC_Disagree_Conservative,1603,1,Other/Unknown,Government,1987,0.0,Criminal Procedure_3Judge_0.0,68.0,0,0
3,Federal,Federal,Substantive Reasons,Rehnquist,1.0,174,249,6,1988,Merits/Other,0,0,1,0,0,0,0,1,100020.0,Other Constitutional,Federalism_via_Certiorari,Discretionary,350.0,Statutory,1.0,2.0,Affirmed,LC_Disagree_Liberal,1603,1,Other/Unknown,Private Entities,1987,0.0,Federalism_3Judge_0.0,75.0,0,0
4,Federal,Federal,Procedural/Administrative,Rehnquist,1.0,207,249,6,1988,Merits/Other,0,0,1,0,0,0,1,1,30010.0,First Amendment,First Amendment_via_Certiorari,Discretionary,200.0,Constitutional,1.0,2.0,Reversed/Modified,LC_Disagree_Liberal,1603,1,Other/Unknown,Other/Unknown,1987,0.0,First Amendment_3Judge_0.0,42.0,0,0
1,State,State,Procedural/Administrative,Rehnquist,1.0,111,249,6,1988,Merits/Other,0,0,0,0,0,0,0,1,20330.0,Civil Rights,Civil Rights_via_Appeal,Mandatory,214.0,Constitutional,1.0,1.0,Other/Unknown,LC_Disagree_Conservative,1603,1,Other/Unknown,Other/Unknown,1987,0.0,Civil Rights_3Judge_0.0,138.0,0,0
4,State,State,Substantive Reasons,Rehnquist,0.0,201,249,6,1988,Merits/Other,0,0,0,0,0,0,1,1,20200.0,Civil Rights,Civil Rights_via_Certiorari,Discretionary,231.0,Constitutional,0.0,1.0,Affirmed,LC_Agree_Conservative,1603,1,Other/Unknown,Other/Unknown,1987,0.0,Civil Rights_3Judge_0.0,48.0,0,0
3,State,State,Substantive Reasons,Rehnquist,0.0,152,256,6,1988,Merits/Other,0,0,0,0,0,0,0,1,60020.0,Other Non-Constitutional,Attorneys_via_Certiorari,Discretionary,200.0,Constitutional,0.0,1.0,Other/Unknown,LC_Agree_Conservative,1603,1,Private Entities,Other/Unknown,1987,0.0,Attorneys_3Judge_0.0,104.0,0,0
2,Federal,Federal,Substantive Reasons,Rehnquist,0.0,146,256,6,1988,Merits/Other,0,0,0,0,0,0,0,1,80010.0,Economic Activity,Economic Activity_via_Certiorari,Discretionary,,Other/Unknown,0.0,2.0,Reversed/Modified,LC_Agree_Liberal,1603,1,Private Entities,Private Entities,1987,0.0,Economic Activity_3Judge_0.0,110.0,0,0
3,Federal,Federal,Procedural/Administrative,Rehnquist,0.0,172,256,6,1988,Merits/Other,0,0,0,0,0,0,0,1,90380.0,Judicial Power,Judicial Power_via_Certiorari,Discretionary,600.0,Statutory,0.0,1.0,Affirmed,LC_Agree_Conservative,1603,1,Other/Unknown,Other/Unknown,1987,0.0,Judicial Power_3Judge_0.0,84.0,0,0
4,Federal,Federal,Substantive Reasons,Rehnquist,1.0,201,256,6,1988,Merits/Other,0,1,1,0,0,0,1,1,80060.0,Economic Activity,Economic Activity_via_Certiorari,Discretionary,374.0,Statutory,1.0,1.0,Reversed/Modified,LC_Disagree_Conservative,1603,1,Other/Unknown,Government,1987,0.0,Economic Activity_3Judge_0.0,55.0,0,0
1,Federal,Federal,Substantive Reasons,Rehnquist,1.0,102,256,6,1988,Merits/Other,0,0,1,0,0,0,0,1,20400.0,Civil Rights,Civil Rights_via_Certiorari,Discretionary,384.0,Statutory,1.0,1.0,Affirmed,LC_Disagree_Conservative,1603,1,Other/Unknown,Government,1987,0.0,Civil Rights_3Judge_0.0,154.0,0,0
2,State,State,Substantive Reasons,Rehnquist,0.0,146,256,6,1988,Merits/Other,0,0,0,0,1,0,0,1,10050.0,Criminal Procedure,Criminal Procedure_via_Certiorari,Discretionary,205.0,Constitutional,0.0,2.0,Affirmed,LC_Agree_Liberal,1603,1,Government,Private Entities,1987,0.0,Criminal Procedure_3Judge_0.0,110.0,0,0
4,State,State,Substantive Reasons,Rehnquist,1.0,207,256,6,1988,Merits/Other,0,0,0,0,0,0,1,1,10130.0,Criminal Procedure,Criminal Procedure_via_Certiorari,Discretionary,221.0,Constitutional,1.0,1.0,Other/Unknown,LC_Disagree_Conservative,1603,1,Other/Unknown,Government,1987,0.0,Criminal Procedure_3Judge_0.0,49.0,0,0
1,Federal,Federal,Substantive Reasons,Rehnquist,1.0,103,258,6,1988,Merits/Other,0,0,1,0,0,0,0,1,30120.0,First Amendment,First Amendment_via_Certiorari,Discretionary,305.0,Statutory,1.0,2.0,Reversed/Modified,LC_Disagree_Liberal,1603,1,Government,Other/Unknown,1987,0.0,First Amendment_3Judge_0.0,155.0,0,0
12,Federal,Federal,Substantive Reasons,Rehnquist,1.0,69,258,6,1988,Merits/Other,0,0,1,0,0,0,1,1,80120.0,Economic Activity,Economic Activity_via_Certiorari,Discretionary,365.0,Statutory,1.0,1.0,Affirmed,LC_Disagree_Conservative,1603,1,Other/Unknown,Other/Unknown,1987,0.0,Economic Activity_3Judge_0.0,189.0,0,0
4,Federal,Federal,Procedural/Administrative,Rehnquist,0.0,209,258,6,1988,Merits/Other,0,1,0,0,0,0,1,1,80280.0,Economic Activity,Economic Activity_via_Certiorari,Discretionary,306.0,Statutory,0.0,1.0,Affirmed,LC_Agree_Conservative,1603,1,Government,Other/Unknown,1987,0.0,Economic Activity_3Judge_0.0,49.0,0,0
3,State,State,Substantive Reasons,Rehnquist,0.0,180,258,6,1988,Merits/Other,0,0,0,0,1,0,0,1,10100.0,Criminal Procedure,Criminal Procedure_via_Certiorari,Discretionary,,Other/Unknown,0.0,2.0,Affirmed,LC_Agree_Liberal,1603,1,Government,Private Entities,1987,0.0,Criminal Procedure_3Judge_0.0,78.0,0,0
3,State,State,Substantive Reasons,Rehnquist,0.0,172,258,6,1988,Merits/Other,0,0,0,0,0,0,0,1,40060.0,Other Constitutional,Due Process_via_Certiorari,Discretionary,509.0,Other/Unknown,0.0,1.0,Affirmed,LC_Agree_Conservative,1603,1,Other/Unknown,Other/Unknown,1987,0.0,Due Process_3Judge_0.0,86.0,0,0
3,State,State,Substantive Reasons,Rehnquist,0.0,173,258,6,1988,Merits/Other,0,0,0,0,0,0,0,1,40060.0,Other Constitutional,Due Process_via_Certiorari,Discretionary,143.0,Constitutional,0.0,1.0,Affirmed,LC_Agree_Conservative,1603,1,Other/Unknown,Other/Unknown,1987,0.0,Due Process_3Judge_0.0,85.0,0,0
11,Federal,Federal,Procedural/Administrative,Rehnquist,0.0,34,260,6,1988,Merits/Other,0,0,0,0,0,0,1,1,30010.0,First Amendment,First Amendment_via_Appeal,Mandatory,200.0,Constitutional,0.0,2.0,Reversed/Modified,LC_Agree_Liberal,1603,1,Government,Other/Unknown,1987,0.0,First Amendment_3Judge_0.0,226.0,0,0
4,Federal,Federal,Procedural/Administrative,Rehnquist,0.0,200,260,6,1988,Merits/Other,0,0,0,0,0,0,1,1,90330.0,Judicial Power,Judicial Power_via_Certiorari,Discretionary,600.0,Statutory,0.0,2.0,Reversed/Modified,LC_Agree_Liberal,1603,1,Other/Unknown,Private Entities,1987,0.0,Judicial Power_3Judge_0.0,60.0,0,0
4,State,State,Substantive Reasons,Rehnquist,0.0,201,260,6,1988,Merits/Other,0,0,0,0,0,0,1,1,100030.0,Other Constitutional,Federalism_via_Certiorari,Discretionary,323.0,Statutory,0.0,1.0,Reversed/Modified,LC_Agree_Conservative,1603,1,Other/Unknown,Other/Unknown,1987,0.0,Federalism_3Judge_0.0,59.0,0,0
12,Federal,Federal,Substantive Reasons,Rehnquist,1.0,69,260,6,1988,Merits/Other,1,0,1,0,0,0,1,1,40050.0,Other Constitutional,Due Process_via_Certiorari,Discretionary,600.0,Statutory,1.0,2.0,Reversed/Modified,LC_Disagree_Liberal,1603,1,Other/Unknown,Other/Unknown,1987,0.0,Due Process_3Judge_0.0,191.0,0,0
2,Federal,Federal,Substantive Reasons,Rehnquist,2.0,146,260,6,1988,Merits/Other,0,0,1,0,0,0,0,1,20270.0,Civil Rights,Civil Rights_via_Certiorari,Discretionary,344.0,Statutory,1.0,2.0,Reversed/Modified,LC_Disagree_Liberal,1603,2,Government,Other/Unknown,1987,0.0,Civil Rights_3Judge_0.0,114.0,0,0
2,Federal,Federal,Substantive Reasons,Rehnquist,0.0,146,260,6,1988,Merits/Other,0,0,0,0,0,0,0,1,20270.0,Civil Rights,Civil Rights_via_Certiorari,Discretionary,344.0,Statutory,0.0,2.0,Reversed/Modified,LC_Agree_Liberal,1603,2,Government,Other/Unknown,1987,0.0,Civil Rights_3Judge_0.0,114.0,0,0
3,Federal,Federal,Procedural/Administrative,Rehnquist,0.0,174,260,6,1988,Merits/Other,0,0,0,0,0,0,0,1,40060.0,Other Constitutional,Due Process_via_Appeal,Mandatory,111.0,Constitutional,0.0,2.0,Affirmed,LC_Agree_Liberal,1603,1,Private Entities,Other/Unknown,1987,0.0,Due Process_3Judge_0.0,86.0,0,0
2,State,State,Procedural/Administrative,Rehnquist,0.0,145,263,6,1988,Merits/Other,0,0,0,0,0,0,0,1,20130.0,Civil Rights,Civil Rights_via_Appeal,Mandatory,139.0,Constitutional,0.0,2.0,Affirmed,LC_Agree_Liberal,1603,1,Other/Unknown,Government,1987,0.0,Civil Rights_3Judge_0.0,118.0,0,0
2,Federal,Federal,Procedural/Administrative,Rehnquist,1.0,151,263,6,1988,Merits/Other,0,0,1,0,0,0,0,1,90140.0,Judicial Power,Judicial Power_via_Certiorari,Discretionary,600.0,Statutory,1.0,2.0,Reversed/Modified,LC_Disagree_Liberal,1603,1,Other/Unknown,Private Entities,1987,0.0,Judicial Power_3Judge_0.0,112.0,0,0
3,Federal,Federal,Substantive Reasons,Rehnquist,1.0,179,263,6,1988,Merits/Other,0,0,1,0,0,0,0,1,20400.0,Civil Rights,Civil Rights_via_Certiorari,Discretionary,314.0,Statutory,1.0,1.0,Affirmed,LC_Disagree_Conservative,1603,1,Private Entities,Other/Unknown,1987,0.0,Civil Rights_3Judge_0.0,84.0,0,0
3,Federal,Federal,Procedural/Administrative,Rehnquist,0.0,172,263,6,1988,Merits/Other,0,0,0,0,0,0,0,1,20220.0,Civil Rights,Civil Rights_via_Appeal,Mandatory,144.0,Constitutional,0.0,2.0,Affirmed,LC_Agree_Liberal,1603,1,Other/Unknown,Private Entities,1987,0.0,Civil Rights_3Judge_0.0,91.0,0,0
4,Federal,Federal,Substantive Reasons,Rehnquist,0.0,200,263,6,1988,Merits/Other,0,0,0,0,0,0,1,1,90320.0,Judicial Power,Judicial Power_via_Certiorari,Discretionary,,Other/Unknown,0.0,2.0,Affirmed,LC_Agree_Liberal,1603,1,Other/Unknown,Other/Unknown,1987,0.0,Judicial Power_3Judge_0.0,63.0,0,0
1,State,State,Substantive Reasons,Rehnquist,0.0,110,265,6,1988,Merits/Other,1,0,0,0,1,0,0,1,10250.0,Criminal Procedure,Criminal Procedure_via_Certiorari,Discretionary,215.0,Constitutional,0.0,1.0,Affirmed,LC_Agree_Conservative,1603,1,Private Entities,Government,1987,0.0,Criminal Procedure_3Judge_0.0,155.0,0,0
3,Federal,Federal,Substantive Reasons,Rehnquist,0.0,152,265,6,1988,Merits/Other,0,0,0,0,0,0,0,1,10090.0,Criminal Procedure,Criminal Procedure_via_Certiorari,Discretionary,210.0,Constitutional,0.0,1.0,Affirmed,LC_Agree_Conservative,1603,1,Other/Unknown,Government,1987,0.0,Criminal Procedure_3Judge_0.0,113.0,0,0
3,State,State,Substantive Reasons,Rehnquist,0.0,179,265,6,1988,Merits/Other,0,0,0,0,0,0,0,1,100030.0,Other Constitutional,Federalism_via_Certiorari,Discretionary,314.0,Statutory,0.0,1.0,Reversed/Modified,LC_Agree_Conservative,1603,1,Other/Unknown,Other/Unknown,1987,0.0,Federalism_3Judge_0.0,86.0,0,0
3,Federal,Federal,Substantive Reasons,Rehnquist,0.0,152,265,6,1988,Merits/Other,0,0,0,0,0,0,0,1,10130.0,Criminal Procedure,Criminal Procedure_via_Certiorari,Discretionary,221.0,Constitutional,0.0,1.0,Affirmed,LC_Agree_Conservative,1603,1,Other/Unknown,Government,1987,0.0,Criminal Procedure_3Judge_0.0,113.0,0,0
3,Federal,Federal,Substantive Reasons,Rehnquist,0.0,153,265,6,1988,Merits/Other,0,0,0,0,1,0,0,1,10090.0,Criminal Procedure,Criminal Procedure_via_Certiorari,Discretionary,210.0,Constitutional,0.0,1.0,Reversed/Modified,LC_Agree_Conservative,1603,1,Private Entities,Government,1987,0.0,Criminal Procedure_3Judge_0.0,112.0,0,0
2,Federal,Federal,Substantive Reasons,Rehnquist,0.0,144,265,6,1988,Merits/Other,0,0,0,0,0,0,0,1,20140.0,Civil Rights,Civil Rights_via_Certiorari,Discretionary,,Other/Unknown,0.0,2.0,Affirmed,LC_Agree_Liberal,1603,1,Government,Other/Unknown,1987,0.0,Civil Rights_3Judge_0.0,121.0,0,0
4,Federal,Federal,Procedural/Administrative,Rehnquist,2.0,209,265,6,1988,Merits/Other,0,0,1,0,0,0,1,1,10360.0,Criminal Procedure,Criminal Procedure_via_Certiorari,Discretionary,401.0,Other/Unknown,1.0,1.0,Reversed/Modified,LC_Disagree_Conservative,1603,2,Other/Unknown,Government,1987,0.0,Criminal Procedure_3Judge_0.0,56.0,0,0
4,Federal,Federal,Procedural/Administrative,Rehnquist,2.0,209,265,6,1988,Merits/Other,0,0,1,0,0,0,1,1,10360.0,Criminal Procedure,Criminal Procedure_via_Certiorari,Discretionary,401.0,Other/Unknown,1.0,1.0,Reversed/Modified,LC_Disagree_Conservative,1603,2,Other/Unknown,Government,1987,0.0,Criminal Procedure_3Judge_0.0,56.0,0,0
4,Federal,Federal,Procedural/Administrative,Rehnquist,0.0,209,267,6,1988,Merits/Other,0,0,0,0,1,0,1,1,10350.0,Criminal Procedure,Criminal Procedure_via_Certiorari,Discretionary,400.0,Other/Unknown,0.0,1.0,Other/Unknown,LC_Agree_Conservative,1603,1,Private Entities,Government,1987,0.0,Criminal Procedure_3Judge_0.0,58.0,0,0
3,State,State,Substantive Reasons,Rehnquist,0.0,173,267,6,1988,Merits/Other,0,0,0,0,1,0,0,1,10120.0,Criminal Procedure,Criminal Procedure_via_Certiorari,Discretionary,214.0,Constitutional,0.0,1.0,Affirmed,LC_Agree_Conservative,1603,1,Private Entities,Government,1987,0.0,Criminal Procedure_3Judge_0.0,94.0,0,0
2,Federal,Federal,Substantive Reasons,Rehnquist,0.0,145,267,6,1988,Merits/Other,0,0,0,0,0,0,0,1,90110.0,Judicial Power,Judicial Power_via_Certiorari,Discretionary,400.0,Other/Unknown,0.0,1.0,Affirmed,LC_Agree_Conservative,1603,1,Other/Unknown,Private Entities,1987,0.0,Judicial Power_3Judge_0.0,122.0,0,0
4,Federal,Federal,Other,Rehnquist,1.0,207,267,6,1988,Merits/Other,0,0,1,0,1,0,1,1,10590.0,Criminal Procedure,Criminal Procedure_via_Certiorari,Discretionary,600.0,Statutory,1.0,2.0,Affirmed,LC_Disagree_Liberal,1603,1,Government,Private Entities,1987,0.0,Criminal Procedure_3Judge_0.0,60.0,0,0
2,State,State,Procedural/Administrative,Rehnquist,0.0,144,267,6,1988,Merits/Other,0,1,0,0,0,0,0,1,80280.0,Economic Activity,Economic Activity_via_Certiorari,Discretionary,336.0,Statutory,0.0,1.0,Reversed/Modified,LC_Agree_Conservative,1603,1,Other/Unknown,Government,1987,0.0,Economic Activity_3Judge_0.0,123.0,0,0
4,Federal,Federal,Substantive Reasons,Rehnquist,1.0,208,267,6,1988,Merits/Other,0,0,1,0,0,0,1,1,80060.0,Economic Activity,Economic Activity_via_Certiorari,Discretionary,374.0,Statutory,1.0,1.0,Affirmed,LC_Disagree_Conservative,1603,1,Other/Unknown,Government,1987,0.0,Economic Activity_3Judge_0.0,59.0,0,0
3,Federal,Federal,Procedural/Administrative,Rehnquist,0.0,152,267,6,1988,Merits/Other,0,1,0,0,0,0,0,1,80060.0,Economic Activity,Economic Activity_via_Certiorari,Discretionary,370.0,Statutory,0.0,2.0,Reversed/Modified,LC_Agree_Liberal,1603,1,Government,Other/Unknown,1987,0.0,Economic Activity_3Judge_0.0,115.0,0,0
3,State,State,Procedural/Administrative,Rehnquist,1.0,181,267,6,1988,Merits/Other,0,0,0,0,0,0,0,1,20180.0,Civil Rights,Civil Rights_via_Appeal,Mandatory,507.0,Other/Unknown,1.0,1.0,Affirmed,LC_Disagree_Conservative,1603,1,Other/Unknown,Government,1987,0.0,Civil Rights_3Judge_0.0,86.0,0,0
4,Federal,Federal,Procedural/Administrative,Rehnquist,1.0,202,270,6,1988,Merits/Other,0,0,1,0,0,0,1,1,30010.0,First Amendment,First Amendment_via_Certiorari,Discretionary,200.0,Constitutional,1.0,2.0,Affirmed,LC_Disagree_Liberal,1603,1,Other/Unknown,Other/Unknown,1987,0.0,First Amendment_3Judge_0.0,68.0,0,0
10,Federal,Federal,Procedural/Administrative,Rehnquist,0.0,12,270,6,1988,Merits/Other,1,0,0,0,0,0,1,1,80060.0,Economic Activity,Economic Activity_via_Certiorari,Discretionary,,Other/Unknown,0.0,1.0,Reversed/Modified,LC_Agree_Conservative,1603,1,Other/Unknown,Other/Unknown,1987,0.0,Economic Activity_3Judge_0.0,258.0,0,0
